-95.4,-87,-99.8,Informatica
-95.8,-87,-100.2,Informatica
-94.8,-86.6,-98.8,Informatica
-94.6,-86.6,-97.8,Informatica
-94.2,-86.6,-96.4,Informatica
-94.2,-86.6,-97,Informatica
-94.4,-86.6,-97,Informatica
-95.2,-86,-97.8,Informatica
-95.4,-86,-98.8,Informatica
-95.6,-86.4,-100.2,Informatica
-95.4,-86.8,-98.6,Informatica
-95,-86.8,-98,Informatica
-95,-87.4,-96.8,Informatica
-95,-87.8,-96,Informatica
-95,-87.4,-95.6,Informatica
-95.6,-86.8,-96,Informatica
-95.6,-87.2,-95.6,Informatica
-95.8,-87.6,-95.8,Informatica
-95.6,-87.2,-95,Informatica
-95.6,-86.8,-94.6,Informatica
-95.8,-86.6,-94.4,Informatica
-96.2,-86.6,-95.8,Informatica
-95.8,-86.2,-96.2,Informatica
-95.8,-86.6,-97,Informatica
-96,-87,-97.2,Informatica
-95.4,-87.8,-98.4,Informatica
-95,-87.4,-97.2,Informatica
-95,-87.4,-96.4,Informatica
-95.4,-87,-96,Informatica
-95.2,-87,-96.6,Informatica
-95.6,-87,-95.6,Informatica
-95.6,-87,-96,Informatica
-95.6,-87.4,-96.2,Informatica
-95.6,-87.8,-95.4,Informatica
-95.4,-87.2,-94.2,Informatica
-95,-87.2,-93,Informatica
-95.2,-87.2,-91.8,Informatica
-95.6,-86.8,-92.8,Informatica
-95.4,-86.4,-93.4,Informatica
-95.6,-87,-93,Informatica
-96.2,-87.4,-94.2,Informatica
-95.6,-87.8,-94.2,Informatica
-95,-87.8,-93,Informatica
-94.8,-87.2,-92.8,Informatica
-95.2,-87.2,-93.2,Informatica
-95,-86.8,-93.8,Informatica
-95.8,-86,-94.6,Informatica
-96.2,-86,-94.8,Informatica
-96.4,-87,-95.2,Informatica
-96.2,-87.4,-95.6,Informatica
-96.2,-87.4,-94,Informatica
-96,-87.2,-94,Informatica
-96,-87.6,-95.4,Informatica
-96.2,-87.2,-96.6,Informatica
-95.8,-86.4,-97.4,Informatica
-96,-86.8,-98.6,Informatica
-95.8,-87.4,-98.8,Informatica
-96,-87.4,-99,Informatica
-95,-87.4,-98.2,Informatica
-95.2,-88.2,-97.6,Informatica
-94.4,-87.4,-97,Informatica
-93.8,-86.6,-96.8,Informatica
-94.2,-86.6,-95.4,Informatica
-95.6,-87.4,-95.6,Informatica
-95.4,-87.4,-96.2,Informatica
-95.6,-88.2,-96.6,Informatica
-96.4,-88.4,-96.4,Informatica
-95.6,-88,-96.8,Informatica
-94.8,-86.8,-96,Informatica
-94.8,-86.4,-94.8,Informatica
-95.2,-86,-94.2,Informatica
-96.2,-87,-95.2,Informatica
-96.2,-86.6,-95.2,Informatica
-96.4,-87,-95.8,Informatica
-96.8,-87.4,-96.6,Informatica
-97,-87,-97.4,Informatica
-95.8,-85.8,-95.8,Informatica
-95,-86.2,-95.4,Informatica
-94,-86.2,-94.2,Informatica
-94.2,-85.8,-94.8,Informatica
-94,-85.8,-95.2,Informatica
-94.4,-86.6,-96.8,Informatica
-95.4,-86,-97.2,Informatica
-95.8,-85.6,-97.6,Informatica
-94.6,-85.2,-96.6,Informatica
-95.2,-85.2,-95.4,Informatica
-94.8,-85.6,-95.4,Informatica
-94.8,-86.6,-95.8,Informatica
-95.4,-87,-97,Informatica
-96.4,-87.8,-97.2,Informatica
-96,-88.6,-97.8,Informatica
-96.2,-87.6,-96.6,Informatica
-96.2,-86.8,-95.4,Informatica
-96,-86.8,-94.6,Informatica
-97,-86.8,-95.8,Informatica
-97,-86.4,-96,Informatica
-97.2,-87,-97.2,Informatica
-97.4,-87.4,-97.8,Informatica
-97.4,-87.4,-97.8,Informatica
-96.4,-86.4,-96.4,Informatica
-96.2,-86.4,-96,Informatica
-96.2,-85.8,-95.2,Informatica
-95.8,-86.2,-96.4,Informatica
-95.4,-86.2,-96.8,Informatica
-94.6,-86.8,-97.2,Informatica
-94,-86.8,-97.6,Informatica
-94.4,-87.4,-97.6,Informatica
-95.2,-86.2,-96.2,Informatica
-96,-86.2,-95.8,Informatica
-97,-86.2,-95,Informatica
-98.2,-86.6,-96,Informatica
-97.6,-86.6,-96.4,Informatica
-97,-87,-96.8,Informatica
-96.4,-87.4,-96.8,Informatica
-96.2,-87.4,-97.6,Informatica
-95.6,-86.2,-96.2,Informatica
-95.4,-85.8,-95,Informatica
-96,-86.2,-94.2,Informatica
-97.4,-86.2,-95.4,Informatica
-97.4,-86.6,-95.8,Informatica
-97.4,-86.8,-96.2,Informatica
-97.6,-87.2,-97,Informatica
-97.2,-86.8,-97.6,Informatica
-96,-86,-95.6,Informatica
-95.6,-85.6,-94.4,Informatica
-96.2,-86.2,-93.6,Informatica
-96.2,-86.6,-94.8,Informatica
-95,-86.4,-94.8,Informatica
-94.6,-86.4,-96,Informatica
-95.6,-86,-96.6,Informatica
-95.2,-86,-97,Informatica
-94.4,-84.8,-95.8,Informatica
-95.6,-85.4,-95.2,Informatica
-96.2,-85.8,-96,Informatica
-95.2,-86.6,-96.6,Informatica
-95.2,-86.2,-97,Informatica
-96.2,-87,-97.4,Informatica
-96.2,-87,-97.8,Informatica
-96.2,-86.6,-95.8,Informatica
-96.4,-86.2,-94.2,Informatica
-96.2,-86.6,-93,Informatica
-96.2,-87,-93.8,Informatica
-95.6,-86.6,-94.6,Informatica
-95.2,-86.2,-95.8,Informatica
-95.4,-86.2,-96.8,Informatica
-95.6,-85.8,-98,Informatica
-95.2,-85.4,-96.8,Informatica
-95.4,-85.4,-95.2,Informatica
-96.8,-86.2,-94.8,Informatica
-97.4,-86.2,-95.4,Informatica
-97.4,-86.6,-95.4,Informatica
-97,-86.6,-95.4,Informatica
-97.4,-87,-96.4,Informatica
-96.2,-86.6,-96.8,Informatica
-95,-86.6,-95.6,Informatica
-94.8,-86.6,-94.4,Informatica
-96.2,-86.6,-94.4,Informatica
-96.2,-87,-95,Informatica
-96.4,-87.8,-95.4,Informatica
-96.2,-87.2,-96.2,Informatica
-96,-86.8,-96.8,Informatica
-95.4,-86.8,-96.8,Informatica
-95.4,-85.6,-96,Informatica
-95.4,-84.6,-94.8,Informatica
-96.4,-85.2,-94.4,Informatica
-97.2,-86,-95.4,Informatica
-97.2,-86.4,-96.2,Informatica
-96.4,-87.2,-96.6,Informatica
-96.2,-87.8,-97.4,Informatica
-96,-87.8,-97.4,Informatica
-95.4,-87.4,-96.8,Informatica
-95.4,-86.6,-95.6,Informatica
-97.2,-86.6,-95.2,Informatica
-97.6,-86.6,-96.2,Informatica
-97.8,-86.6,-97,Informatica
-97.6,-86.6,-97,Informatica
-97.2,-87,-97.8,Informatica
-96.2,-87,-98,Informatica
-96.6,-86.2,-96,Informatica
-96.2,-86.2,-94.4,Informatica
-97,-85.8,-93.8,Informatica
-97.8,-85.2,-94.6,Informatica
-97.6,-85.2,-95.2,Informatica
-97,-86,-96,Informatica
-97.4,-85.6,-96.8,Informatica
-97,-86.4,-97,Informatica
-96,-87,-95.8,Informatica
-95.6,-86.6,-95,Informatica
-96.6,-86.6,-94.4,Informatica
-96.4,-86.6,-95.8,Informatica
-96.4,-86.2,-96.8,Informatica
-97,-86.2,-97,Informatica
-97,-86.6,-97.4,Informatica
-97,-86,-98.2,Informatica
-97,-85.6,-96.4,Informatica
-97,-85.2,-95.2,Informatica
-96.4,-85.2,-95,Informatica
-96.4,-85.6,-95.4,Informatica
-94.8,-86.2,-95.4,Informatica
-95,-87,-96,Informatica
-95,-87.4,-96.8,Informatica
-95.2,-86.8,-97,Informatica
-95.2,-86.4,-96.2,Informatica
-95.8,-85.6,-95.8,Informatica
-95.8,-85.6,-94.8,Informatica
-96.2,-85.6,-95.2,Informatica
-96,-85.4,-95.4,Informatica
-96.2,-85.4,-95.6,Informatica
-96.2,-85.6,-95.4,Informatica
-96.8,-85.6,-96,Informatica
-96.2,-85.6,-95.2,Informatica
-96.6,-86.4,-94,Informatica
-97,-86.4,-93.4,Informatica
-97.6,-87.4,-94,Informatica
-97,-87.8,-95,Informatica
-97.6,-87.4,-95.2,Informatica
-98.2,-87,-96.4,Informatica
-97.6,-86.6,-97,Informatica
-97,-85.6,-96.6,Informatica
-96.2,-84.6,-95,Informatica
-95.8,-84.4,-94.4,Informatica
-95.8,-85.2,-95,Informatica
-96,-85.6,-95.6,Informatica
-96.2,-85.8,-96.4,Informatica
-97,-86.8,-97.6,Informatica
-96.4,-87.4,-97.8,Informatica
-96.8,-86.2,-97.2,Informatica
-97.2,-86.2,-95.6,Informatica
-97.2,-86.6,-94.4,Informatica
-96.8,-85.8,-95.4,Informatica
-98.4,-85.4,-96,Informatica
-96.8,-86.2,-95.8,Informatica
-96.6,-86.2,-97,Informatica
-97,-86.2,-97.6,Informatica
-96.6,-85.8,-95.4,Informatica
-95.4,-86.2,-94.6,Informatica
-96,-85.8,-93.6,Informatica
-96.6,-85.8,-94.8,Informatica
-97,-85.4,-95,Informatica
-97.8,-86.2,-96.2,Informatica
-98,-86.2,-97.4,Informatica
-98,-86.6,-98.4,Informatica
-97.6,-85.8,-96.8,Informatica
-96.8,-85.8,-96.4,Informatica
-96.8,-85.8,-95.2,Informatica
-96.8,-86.2,-96,Informatica
-96.6,-86.6,-96.6,Informatica
-96.2,-86.6,-97.4,Informatica
-95.6,-87.4,-97.8,Informatica
-96,-87.4,-98,Informatica
-95.8,-87,-96.4,Informatica
-96.2,-86.6,-95.6,Informatica
-96.6,-87.8,-96.2,Informatica
-97.2,-87.8,-96.2,Informatica
-96.4,-87.4,-97,Informatica
-96.2,-87.4,-97,Informatica
-96,-87.8,-97.4,Informatica
-95.4,-87.4,-95.8,Informatica
-95,-87,-95,Informatica
-95.4,-87.4,-94,Informatica
-96.2,-87.8,-94.8,Informatica
-97.2,-87.8,-94.6,Informatica
-97.4,-87.8,-94.8,Informatica
-97.2,-88.2,-95.2,Informatica
-96.6,-88.2,-96.2,Informatica
-95.8,-87.8,-95,Informatica
-94.4,-86.8,-93.6,Informatica
-95.2,-87.2,-92.6,Informatica
-94.8,-86.8,-93.4,Informatica
-95.4,-86.8,-93.6,Informatica
-96.2,-86.8,-94.8,Informatica
-96,-87,-96.4,Informatica
-95.4,-86.2,-97.4,Informatica
-95.6,-85.6,-96.6,Informatica
-95.6,-85.6,-96.2,Informatica
-94.8,-85.6,-95,Informatica
-95.6,-86,-95.6,Informatica
-95,-86.4,-96.4,Informatica
-95.6,-86.6,-96.8,Informatica
-95.6,-86.6,-97.2,Informatica
-95.8,-86.2,-97.2,Informatica
-95,-86.2,-95.8,Informatica
-95.2,-85.6,-94.6,Informatica
-95.4,-86.4,-95.4,Informatica
-95.2,-86,-95.8,Informatica
-95.2,-86,-97,Informatica
-95.8,-86.4,-97.8,Informatica
-96.2,-86.6,-98.2,Informatica
-96,-86.2,-97.2,Informatica
-96,-85.8,-96.6,Informatica
-95.8,-86.6,-95.8,Informatica
-96.4,-86.6,-96.6,Informatica
-96.6,-87.4,-97.8,Informatica
-97.6,-87.8,-97.8,Informatica
-98.6,-88.2,-98,Informatica
-99.4,-88.2,-97.8,Informatica
-98.8,-87.2,-97,Informatica
-98.6,-86.2,-95.8,Informatica
-98.2,-85.8,-95.2,Informatica
-97,-86.2,-96.4,Informatica
-97,-85.4,-97.4,Informatica
-96.6,-86,-97.2,Informatica
-96.6,-87,-98,Informatica
-96.6,-87.4,-98.4,Informatica
-96.8,-87,-96.8,Informatica
-96.4,-87.4,-96,Informatica
-97,-87,-95.8,Informatica
-98,-86.6,-96.2,Informatica
-97.6,-86.2,-97.4,Informatica
-97.6,-86.6,-97.8,Informatica
-97.6,-86.6,-98.2,Informatica
-97.4,-87,-98.6,Informatica
-95.6,-87,-97.4,Informatica
-96,-86.6,-96.2,Informatica
-97,-86.2,-95.4,Informatica
-97.4,-86.2,-96.4,Informatica
-97.6,-86.6,-96.8,Informatica
-97.8,-86.6,-97.6,Informatica
